r_start [cm] , z_start [cm] , r_end [cm] , t_end [us] , E_start [V/cm], Er_start [V/cm] , Ez_start [V/cm]
10.5,16,9.4966,217,171.29,4.4296,-171.23
10.5,17,9.5051,211,172.12,4.4271,-172.07
10.5,18,9.4983,204,172.95,4.4319,-172.89
10.5,19,9.5024,197,173.77,4.4494,-173.71
10.5,20,9.4993,191,174.58,4.4811,-174.52
10.5,21,9.4973,185,175.4,4.531,-175.34
10.5,22,9.9992,179,176.22,4.6004,-176.16
10.5,23,9.999,172,177.06,4.6912,-177
10.5,24,9.9986,164,177.92,4.8034,-177.86
10.5,25,9.997,157,178.8,4.9378,-178.73
10.5,26,9.9923,151,179.72,5.0936,-179.64
10.5,27,9.998,144,180.67,5.271,-180.59
10.5,28,10.001,137,181.66,5.4646,-181.58
10.5,29,9.9976,130,182.7,5.6774,-182.61
10.5,30,10,124,183.79,5.9013,-183.7
10.5,31,9.9991,117,184.95,6.133,-184.85
10.5,32,9.9996,111,186.17,6.366,-186.06
10.5,33,9.9961,104,187.45,6.5936,-187.34
10.5,34,10.001,97,188.8,6.8034,-188.68
10.5,35,9.9973,91,190.22,6.9886,-190.09
10.5,36,10.006,85,191.71,7.1345,-191.57
10.5,37,9.9999,78,193.24,7.2235,-193.11
10.5,38,9.9995,73,194.82,7.243,-194.69
10.5,39,10.503,66,196.43,7.1733,-196.3
10.5,40,10.494,59,198.05,6.9961,-197.92
10.5,41,10.494,52,199.65,6.6984,-199.53
10.5,42,10.502,45,201.19,6.2679,-201.09
10.5,43,10.497,38,202.63,5.688,-202.55
10.5,44,10.502,32,203.94,4.967,-203.88
10.5,45,10.499,25,205.07,4.1027,-205.03
10.5,46,10.501,19,205.98,3.1148,-205.96
10.5,47,10.499,12,206.64,2.0254,-206.63
10.5,48,10.499,6,210.08,0.96143,-210.07
10.5,49,10.5,1,2971,0.48919,-2971
11.5,0,NaN,NaN,921.27,5.3402,921.26
11.5,1,10.003,319,158.9,0.89921,-158.9
11.5,2,10.006,312,159.23,1.6423,-159.22
11.5,3,9.9987,306,159.73,2.3299,-159.71
11.5,4,9.9982,299,160.38,2.9428,-160.35
11.5,5,10.5,293,161.14,3.4684,-161.11
11.5,6,10.499,285,162.01,3.8999,-161.96
11.5,7,10.499,278,162.93,4.2451,-162.87
11.5,8,10.499,271,163.89,4.5031,-163.83
11.5,9,10.5,264,164.87,4.686,-164.81
11.5,10,10.496,257,165.85,4.8059,-165.78
11.5,11,10.495,251,166.82,4.8756,-166.75
11.5,12,10.5,244,167.77,4.906,-167.69
11.5,13,10.501,237,168.69,4.9096,-168.62
11.5,14,10.499,230,169.59,4.8955,-169.52
11.5,15,10.499,224,170.46,4.873,-170.39
11.5,16,10.498,217,171.31,4.8501,-171.24
11.5,17,10.5,210,172.14,4.8325,-172.07
11.5,18,10.501,204,172.95,4.8259,-172.89
11.5,19,10.496,197,173.76,4.835,-173.69
11.5,20,10.503,190,174.55,4.8618,-174.48
11.5,21,10.499,184,175.35,4.9104,-175.28
11.5,22,10.501,177,176.15,4.9829,-176.08
11.5,23,10.502,171,176.97,5.0794,-176.89
11.5,24,10.496,165,177.8,5.2025,-177.73
11.5,25,10.999,160,178.66,5.3518,-178.58
11.5,26,10.999,152,179.55,5.5261,-179.47
11.5,27,10.998,144,180.48,5.7253,-180.39
11.5,28,10.996,137,181.45,5.9483,-181.36
11.5,29,10.993,131,182.48,6.1918,-182.38
11.5,30,11.001,124,183.57,6.4532,-183.45
11.5,31,11,117,184.72,6.726,-184.59
11.5,32,10.999,111,185.94,7.0046,-185.8
11.5,33,10.999,104,187.23,7.2813,-187.09
11.5,34,11,97,188.61,7.5448,-188.46
11.5,35,10.998,91,190.06,7.7834,-189.9
11.5,36,11,84,191.59,7.9802,-191.43
11.5,37,10.999,78,193.2,8.1232,-193.03
11.5,38,11.006,72,194.86,8.1892,-194.69
11.5,39,10.999,66,196.58,8.1553,-196.41
11.5,40,11.496,59,198.32,8.0002,-198.16
11.5,41,11.497,52,200.05,7.7057,-199.9
11.5,42,11.503,45,201.74,7.2468,-201.61
11.5,43,11.496,38,203.34,6.6152,-203.24
11.5,44,11.501,32,204.81,5.8019,-204.73
11.5,45,11.499,25,206.09,4.8143,-206.03
11.5,46,11.5,19,207.12,3.6665,-207.09
11.5,47,11.499,12,207.87,2.3903,-207.86
11.5,48,11.499,6,211.44,1.0297,-211.44
11.5,49,11.5,1,2971.3,0.37779,-2971.3
12.5,0,NaN,NaN,921.59,4.8897,921.57
12.5,1,10.996,318,158.07,1.0597,-158.07
12.5,2,10.998,311,158.46,1.9309,-158.44
12.5,3,11.001,304,159.03,2.7288,-159.01
12.5,4,11.002,298,159.78,3.4294,-159.74
12.5,5,10.996,291,160.65,4.017,-160.6
12.5,6,11.002,284,161.62,4.4904,-161.56
12.5,7,11.004,278,162.64,4.8505,-162.57
12.5,8,11,271,163.69,5.1089,-163.61
12.5,9,11.007,265,164.75,5.2814,-164.66
12.5,10,10.999,260,165.79,5.3811,-165.7
12.5,11,11.502,252,166.8,5.4247,-166.71
12.5,12,11.498,244,167.78,5.4262,-167.69
12.5,13,11.495,237,168.72,5.4008,-168.64
12.5,14,11.493,231,169.63,5.3582,-169.55
12.5,15,11.498,224,170.51,5.3105,-170.43
12.5,16,11.502,217,171.35,5.2648,-171.27
12.5,17,11.499,210,172.17,5.2284,-172.09
12.5,18,11.499,204,172.97,5.2069,-172.89
12.5,19,11.499,197,173.75,5.2047,-173.67
12.5,20,11.499,190,174.53,5.2254,-174.45
12.5,21,11.501,184,175.3,5.2712,-175.22
12.5,22,11.496,177,176.08,5.3449,-176
12.5,23,11.502,170,176.86,5.4468,-176.78
12.5,24,11.499,164,177.67,5.5805,-177.58
12.5,25,11.501,157,178.5,5.744,-178.41
12.5,26,11.5,151,179.37,5.9383,-179.27
12.5,27,11.498,145,180.27,6.1626,-180.16
12.5,28,12,139,181.22,6.4145,-181.11
12.5,29,11.999,131,182.23,6.6927,-182.1
12.5,30,12,124,183.3,6.9923,-183.16
12.5,31,11.996,117,184.44,7.3118,-184.29
12.5,32,11.996,111,185.66,7.6424,-185.5
12.5,33,12.003,104,186.96,7.9762,-186.79
12.5,34,11.999,97,188.35,8.3013,-188.17
12.5,35,11.999,91,189.84,8.6062,-189.65
12.5,36,11.998,84,191.42,8.8729,-191.22
12.5,37,12.003,78,193.1,9.081,-192.89
12.5,38,11.999,71,194.86,9.2103,-194.64
12.5,39,11.999,65,196.69,9.2294,-196.48
12.5,40,11.999,59,198.57,9.1176,-198.37
12.5,41,12.499,52,200.47,8.8372,-200.28
12.5,42,12.501,45,202.34,8.366,-202.17
12.5,43,12.494,39,204.14,7.6861,-203.99
12.5,44,12.501,32,205.8,6.7805,-205.69
12.5,45,12.499,25,207.26,5.6549,-207.18
12.5,46,12.501,19,208.45,4.3259,-208.41
12.5,47,12.499,12,209.32,2.8281,-209.3
12.5,48,12.499,6,212.94,1.2872,-212.93
12.5,49,12.5,1,2971.4,0.3521,-2971.4
13.5,0,NaN,NaN,922.06,4.4998,922.05
13.5,1,12.003,318,157.1,1.255,-157.09
13.5,2,12,311,157.55,2.2818,-157.54
13.5,3,11.998,304,158.23,3.2091,-158.2
13.5,4,11.999,298,159.11,4.0075,-159.06
13.5,5,12,291,160.11,4.661,-160.05
13.5,6,11.999,284,161.21,5.1667,-161.13
13.5,7,12,277,162.36,5.538,-162.26
13.5,8,12,271,163.51,5.7879,-163.41
13.5,9,11.996,264,164.65,5.9331,-164.54
13.5,10,12.002,257,165.76,6.0005,-165.65
13.5,11,12.001,251,166.82,6.0029,-166.71
13.5,12,12.001,244,167.83,5.9682,-167.73
13.5,13,11.999,238,168.8,5.9015,-168.69
13.5,14,12.494,233,169.71,5.8231,-169.61
13.5,15,12.498,225,170.58,5.7443,-170.49
13.5,16,12.495,217,171.42,5.671,-171.33
13.5,17,12.492,211,172.22,5.6119,-172.13
13.5,18,12.497,204,173,5.5722,-172.91
13.5,19,12.503,197,173.76,5.5569,-173.67
13.5,20,12.499,190,174.51,5.568,-174.42
13.5,21,12.499,184,175.25,5.6097,-175.16
13.5,22,12.5,177,176,5.6843,-175.91
13.5,23,12.499,170,176.75,5.7923,-176.66
13.5,24,12.5,164,177.53,5.9344,-177.43
13.5,25,12.496,157,178.33,6.1133,-178.22
13.5,26,12.503,150,179.16,6.3257,-179.05
13.5,27,12.497,144,180.03,6.5761,-179.91
13.5,28,12.504,137,180.96,6.8584,-180.83
13.5,29,12.5,132,181.94,7.1741,-181.8
13.5,30,13.002,126,182.98,7.5171,-182.83
13.5,31,12.998,118,184.11,7.8865,-183.94
13.5,32,12.999,111,185.32,8.2742,-185.14
13.5,33,13.003,104,186.63,8.6747,-186.43
13.5,34,12.998,97,188.04,9.0701,-187.82
13.5,35,13,91,189.55,9.4538,-189.32
13.5,36,12.999,84,191.19,9.8039,-190.94
13.5,37,13,78,192.94,10.1,-192.67
13.5,38,12.996,71,194.8,10.311,-194.53
13.5,39,13.006,65,196.76,10.412,-196.49
13.5,40,13.003,58,198.8,10.358,-198.53
13.5,41,13.499,54,200.89,10.122,-200.64
13.5,42,13.497,45,202.98,9.6578,-202.75
13.5,43,13.493,39,205.01,8.9401,-204.81
13.5,44,13.501,32,206.92,7.9426,-206.77
13.5,45,13.499,25,208.61,6.6653,-208.5
13.5,46,13.501,19,210.01,5.1242,-209.94
13.5,47,13.499,12,211.03,3.3628,-211
13.5,48,13.5,6,214.78,1.6016,-214.77
13.5,49,13.5,1,2971.6,0.58547,-2971.6
14.5,0,NaN,NaN,922.78,4.2413,922.77
14.5,1,13,319,155.94,1.4995,-155.93
14.5,2,12.999,312,156.49,2.7175,-156.47
14.5,3,12.999,305,157.32,3.8004,-157.27
14.5,4,12.999,298,158.35,4.7089,-158.28
14.5,5,13.001,291,159.53,5.4287,-159.44
14.5,6,12.998,284,160.8,5.9599,-160.69
14.5,7,12.996,278,162.09,6.3253,-161.97
14.5,8,12.999,271,163.36,6.5459,-163.23
14.5,9,13.001,264,164.6,6.6475,-164.46
14.5,10,12.999,257,165.78,6.6622,-165.64
14.5,11,13,251,166.89,6.6136,-166.75
14.5,12,12.997,244,167.93,6.5235,-167.8
14.5,13,12.999,237,168.91,6.4102,-168.79
14.5,14,13.006,231,169.83,6.288,-169.71
14.5,15,12.999,224,170.7,6.1702,-170.58
14.5,16,13.008,218,171.52,6.0652,-171.41
14.5,17,13.007,213,172.3,5.9788,-172.19
14.5,18,13.501,205,173.05,5.9174,-172.95
14.5,19,13.494,198,173.78,5.8858,-173.68
14.5,20,13.492,191,174.5,5.8875,-174.4
14.5,21,13.498,184,175.21,5.9232,-175.11
14.5,22,13.503,177,175.92,5.9963,-175.81
14.5,23,13.498,170,176.64,6.1085,-176.53
14.5,24,13.499,164,177.37,6.2601,-177.26
14.5,25,13.5,157,178.13,6.4528,-178.02
14.5,26,13.5,150,178.93,6.6867,-178.81
14.5,27,13.5,144,179.77,6.9606,-179.63
14.5,28,13.497,137,180.66,7.2756,-180.51
14.5,29,13.505,131,181.6,7.6302,-181.44
14.5,30,13.498,124,182.62,8.0203,-182.45
14.5,31,13.506,118,183.72,8.4436,-183.53
14.5,32,13.499,114,184.92,8.8953,-184.71
14.5,33,13.994,105,186.22,9.3664,-185.99
14.5,34,13.992,98,187.64,9.8467,-187.38
14.5,35,13.999,91,189.18,10.323,-188.9
14.5,36,14.001,84,190.86,10.772,-190.56
14.5,37,13.999,78,192.68,11.176,-192.36
14.5,38,13.997,71,194.65,11.497,-194.31
14.5,39,14.002,64,196.76,11.702,-196.41
14.5,40,13.996,58,198.98,11.748,-198.63
14.5,41,13.999,52,201.29,11.586,-200.96
14.5,42,14.495,46,203.64,11.156,-203.34
14.5,43,14.491,39,205.96,10.413,-205.7
14.5,44,14.5,32,208.18,9.3373,-207.97
14.5,45,14.499,25,210.16,7.8967,-210.02
14.5,46,14.501,19,211.83,6.1071,-211.74
14.5,47,14.499,12,213.06,4.0277,-213.02
14.5,48,14.499,6,216.89,1.9038,-216.88
14.5,49,14.5,1,2971.9,0.47286,-2971.9
15.5,0,NaN,NaN,923.41,4.0397,923.4
15.5,1,13.497,318,154.55,1.8133,-154.54
15.5,2,13.501,311,155.24,3.2711,-155.2
15.5,3,13.505,305,156.26,4.539,-156.19
15.5,4,13.497,298,157.52,5.5718,-157.43
15.5,5,13.504,291,158.93,6.3541,-158.8
15.5,6,13.499,286,160.4,6.8949,-160.25
15.5,7,13.997,279,161.86,7.2264,-161.7
15.5,8,13.998,271,163.27,7.3925,-163.11
15.5,9,13.999,264,164.61,7.4312,-164.44
15.5,10,13.996,257,165.86,7.3731,-165.7
15.5,11,13.997,251,167.02,7.252,-166.86
15.5,12,14.001,244,168.09,7.0956,-167.94
15.5,13,14,237,169.08,6.9218,-168.93
15.5,14,14,230,169.99,6.7477,-169.86
15.5,15,13.999,224,170.84,6.5843,-170.72
15.5,16,13.997,217,171.64,6.4405,-171.52
15.5,17,14.005,211,172.4,6.3238,-172.28
15.5,18,13.998,204,173.12,6.2383,-173.01
15.5,19,14.005,198,173.81,6.1891,-173.7
15.5,20,13.996,192,174.49,6.1778,-174.38
15.5,21,14.502,185,175.16,6.2063,-175.05
15.5,22,14.491,178,175.83,6.2785,-175.72
15.5,23,14.492,171,176.51,6.3939,-176.4
15.5,24,14.5,164,177.21,6.554,-177.09
15.5,25,14.502,157,177.93,6.7603,-177.8
15.5,26,14.498,150,178.68,7.014,-178.54
15.5,27,14.499,144,179.47,7.3132,-179.32
15.5,28,14.5,137,180.32,7.6614,-180.16
15.5,29,14.5,130,181.23,8.0546,-181.05
15.5,30,14.498,124,182.21,8.4952,-182.01
15.5,31,14.5,117,183.28,8.9745,-183.06
15.5,32,14.5,111,184.45,9.4952,-184.21
15.5,33,14.505,105,185.74,10.047,-185.47
15.5,34,14.996,100,187.15,10.622,-186.85
15.5,35,14.999,91,188.71,11.202,-188.38
15.5,36,14.999,84,190.43,11.773,-190.07
15.5,37,14.997,78,192.33,12.309,-191.93
15.5,38,15.001,71,194.39,12.774,-193.97
15.5,39,15,64,196.64,13.125,-196.2
15.5,40,14.997,58,199.06,13.306,-198.62
15.5,41,15.007,52,201.63,13.255,-201.2
15.5,42,15.001,46,204.3,12.906,-203.89
15.5,43,15.497,39,206.98,12.19,-206.62
15.5,44,15.502,32,209.58,11.038,-209.29
15.5,45,15.498,25,211.96,9.4201,-211.75
15.5,46,15.5,19,213.98,7.3455,-213.85
15.5,47,15.499,12,215.49,4.8724,-215.43
15.5,48,15.5,6,219.4,2.1577,-219.39
15.5,49,15.5,1,2972.3,0.56534,-2972.3
16.5,0,NaN,NaN,924.43,3.8243,924.43
16.5,1,14.501,318,152.86,2.2251,-152.84
16.5,2,14.499,311,153.75,3.9932,-153.7
16.5,3,14.499,305,155.05,5.4869,-154.95
16.5,4,14.499,298,156.62,6.648,-156.48
16.5,5,14.497,291,158.31,7.4759,-158.14
16.5,6,14.499,284,160.03,7.9973,-159.83
16.5,7,14.503,278,161.7,8.2703,-161.49
16.5,8,14.497,271,163.27,8.3497,-163.05
16.5,9,14.507,265,164.71,8.2824,-164.51
16.5,10,14.505,260,166.03,8.1268,-165.83
16.5,11,14.999,252,167.23,7.9153,-167.05
16.5,12,15.001,244,168.32,7.6767,-168.14
16.5,13,14.998,237,169.31,7.4304,-169.14
16.5,14,14.997,231,170.21,7.1938,-170.06
16.5,15,15,224,171.04,6.9789,-170.89
16.5,16,15,217,171.81,6.7934,-171.67
16.5,17,15,210,172.53,6.6422,-172.4
16.5,18,15,204,173.21,6.5303,-173.09
16.5,19,14.996,197,173.86,6.4604,-173.74
16.5,20,15.003,191,174.5,6.4359,-174.38
16.5,21,14.997,184,175.12,6.4564,-175.01
16.5,22,15.003,177,175.75,6.525,-175.63
16.5,23,15,172,176.38,6.6426,-176.26
16.5,24,15.498,165,177.03,6.8098,-176.9
16.5,25,15.493,158,177.7,7.0302,-177.56
16.5,26,15.496,151,178.4,7.3022,-178.25
16.5,27,15.502,144,179.15,7.6281,-178.98
16.5,28,15.501,137,179.95,8.0086,-179.77
16.5,29,15.498,130,180.81,8.4412,-180.61
16.5,30,15.501,124,181.74,8.9297,-181.53
16.5,31,15.499,117,182.77,9.4724,-182.53
16.5,32,15.501,111,183.91,10.065,-183.63
16.5,33,15.496,104,185.16,10.704,-184.85
16.5,34,15.506,98,186.56,11.378,-186.22
16.5,35,15.499,92,188.12,12.082,-187.74
16.5,36,15.997,85,189.87,12.793,-189.43
16.5,37,15.998,78,191.82,13.488,-191.34
16.5,38,16.003,71,193.98,14.127,-193.47
16.5,39,15.999,64,196.39,14.664,-195.84
16.5,40,15.999,58,199.02,15.039,-198.45
16.5,41,16,51,201.88,15.172,-201.31
16.5,42,16,45,204.9,14.962,-204.36
16.5,43,16.491,41,208.04,14.309,-207.54
16.5,44,16.5,32,211.13,13.133,-210.72
16.5,45,16.498,25,214.03,11.339,-213.73
16.5,46,16.5,19,216.53,8.9338,-216.34
16.5,47,16.499,12,218.42,5.9684,-218.34
16.5,48,16.5,6,222.71,2.5758,-222.69
16.5,49,16.5,1,2972.7,0.62476,-2972.7
17.5,0,NaN,NaN,925.77,3.7174,925.76
17.5,1,14.998,320,150.78,2.7853,-150.75
17.5,2,15.503,315,151.97,4.9648,-151.89
17.5,3,15.502,306,153.67,6.7277,-153.52
17.5,4,15.499,298,155.65,8.0209,-155.45
17.5,5,15.5,291,157.73,8.855,-157.49
17.5,6,15.499,284,159.76,9.3113,-159.49
17.5,7,15.498,278,161.66,9.466,-161.38
17.5,8,15.499,271,163.39,9.406,-163.12
17.5,9,15.497,264,164.94,9.2052,-164.68
17.5,10,15.501,257,166.32,8.9224,-166.08
17.5,11,15.499,251,167.55,8.5945,-167.33
17.5,12,15.503,244,168.64,8.2556,-168.43
17.5,13,15.496,239,169.61,7.9243,-169.42
17.5,14,16,232,170.49,7.619,-170.32
17.5,15,16.001,224,171.28,7.3467,-171.12
17.5,16,15.999,217,172.01,7.1144,-171.86
17.5,17,15.997,211,172.69,6.9274,-172.55
17.5,18,16,204,173.32,6.7871,-173.19
17.5,19,16.001,197,173.93,6.6962,-173.8
17.5,20,15.999,190,174.52,6.6572,-174.39
17.5,21,15.999,184,175.09,6.6677,-174.96
17.5,22,15.997,177,175.67,6.7333,-175.54
17.5,23,16.002,170,176.24,6.8522,-176.11
17.5,24,15.997,164,176.84,7.027,-176.7
17.5,25,16.003,157,177.45,7.2588,-177.31
17.5,26,16,151,178.1,7.5483,-177.94
17.5,27,15.998,146,178.79,7.8989,-178.62
17.5,28,16.499,138,179.53,8.3104,-179.34
17.5,29,16.498,131,180.34,8.7839,-180.13
17.5,30,16.503,124,181.22,9.3214,-180.98
17.5,31,16.499,117,182.2,9.9259,-181.93
17.5,32,16.499,111,183.28,10.592,-182.97
17.5,33,16.498,104,184.49,11.324,-184.15
17.5,34,16.5,97,185.86,12.109,-185.46
17.5,35,16.499,91,187.4,12.942,-186.95
17.5,36,16.506,85,189.15,13.813,-188.65
17.5,37,16.507,80,191.14,14.694,-190.57
17.5,38,16.999,71,193.38,15.544,-192.76
17.5,39,16.998,64,195.92,16.327,-195.24
17.5,40,17,58,198.8,16.966,-198.07
17.5,41,16.999,51,201.95,17.35,-201.21
17.5,42,17,45,205.42,17.375,-204.68
17.5,43,17.007,39,209.08,16.882,-208.39
17.5,44,17.499,33,212.81,15.747,-212.23
17.5,45,17.497,25,216.4,13.806,-215.96
17.5,46,17.499,19,219.57,11.011,-219.29
17.5,47,17.499,12,222.01,7.4304,-221.89
17.5,48,17.5,6,226.54,3.295,-226.52
17.5,49,17.5,1,2973.2,0.92167,-2973.2
18.5,0,NaN,NaN,927.34,3.623,927.34
18.5,1,15.999,318,148.15,3.5828,-148.1
18.5,2,16,311,149.82,6.3156,-149.69
18.5,3,16.001,305,152.12,8.3998,-151.89
18.5,4,15.995,298,154.69,9.7903,-154.38
18.5,5,16.006,292,157.26,10.569,-156.9
18.5,6,16.007,287,159.65,10.857,-159.28
18.5,7,16.499,279,161.81,10.826,-161.45
18.5,8,16.503,271,163.69,10.565,-163.35
18.5,9,16.502,264,165.33,10.189,-165.02
18.5,10,16.499,257,166.75,9.7374,-166.47
18.5,11,16.5,251,167.98,9.2721,-167.73
18.5,12,16.496,244,169.05,8.8169,-168.82
18.5,13,16.5,237,169.99,8.3925,-169.79
18.5,14,16.502,231,170.83,8.0119,-170.64
18.5,15,16.501,224,171.57,7.6777,-171.4
18.5,16,16.5,219,172.25,7.3977,-172.09
18.5,17,17.003,212,172.88,7.1718,-172.73
18.5,18,16.999,204,173.46,7.0035,-173.32
18.5,19,16.996,197,174.01,6.8893,-173.87
18.5,20,16.995,191,174.54,6.8351,-174.41
18.5,21,17,184,175.06,6.837,-174.93
18.5,22,17.001,177,175.58,6.8977,-175.45
18.5,23,16.999,170,176.1,7.0186,-175.96
18.5,24,16.999,164,176.64,7.1982,-176.49
18.5,25,16.998,157,177.2,7.4406,-177.04
18.5,26,17.002,151,177.78,7.7462,-177.61
18.5,27,16.997,144,178.41,8.1175,-178.22
18.5,28,17.004,137,179.09,8.5597,-178.88
18.5,29,17,131,179.83,9.0708,-179.6
18.5,30,17.492,129,180.64,9.6572,-180.38
18.5,31,17.499,118,181.55,10.321,-181.26
18.5,32,17.5,111,182.57,11.063,-182.23
18.5,33,17.503,104,183.72,11.886,-183.33
18.5,34,17.499,97,185.03,12.788,-184.59
18.5,35,17.499,91,186.53,13.768,-186.02
18.5,36,17.497,84,188.26,14.808,-187.67
18.5,37,17.504,78,190.25,15.905,-189.59
18.5,38,17.506,72,192.55,17.01,-191.8
18.5,39,17.997,65,195.21,18.089,-194.37
18.5,40,18.001,58,198.28,19.056,-197.36
18.5,41,18,51,201.78,19.823,-200.81
18.5,42,18.001,45,205.72,20.211,-204.72
18.5,43,18,38,210.04,20.031,-209.09
18.5,44,18.007,34,214.6,19.052,-213.75
18.5,45,18.494,26,219.11,17.016,-218.45
18.5,46,18.498,19,223.22,13.806,-222.8
18.5,47,18.5,12,226.47,9.4316,-226.27
18.5,48,18.5,6,231.52,4.0908,-231.48
18.5,49,18.5,1,2973.9,0.93669,-2973.9
19.5,0,NaN,NaN,929.49,3.5345,929.48
19.5,1,16.999,319,144.74,4.7821,-144.66
19.5,2,17,312,147.22,8.2729,-146.99
19.5,3,17.002,305,150.45,10.702,-150.07
19.5,4,17.003,298,153.85,12.103,-153.37
19.5,5,17,291,157.01,12.681,-156.5
19.5,6,17,284,159.82,12.692,-159.31
19.5,7,17.003,278,162.22,12.357,-161.75
19.5,8,17.001,271,164.24,11.824,-163.82
19.5,9,17.502,266,165.93,11.202,-165.55
19.5,10,17.498,258,167.35,10.557,-167.02
19.5,11,17.499,251,168.55,9.9283,-168.26
19.5,12,17.503,244,169.58,9.3448,-169.32
19.5,13,17.499,237,170.46,8.8193,-170.24
19.5,14,17.5,231,171.24,8.3581,-171.03
19.5,15,17.497,224,171.92,7.9619,-171.74
19.5,16,17.499,217,172.54,7.6323,-172.37
19.5,17,17.504,211,173.1,7.3688,-172.94
19.5,18,17.498,204,173.62,7.1724,-173.47
19.5,19,17.507,198,174.11,7.0375,-173.97
19.5,20,17.5,192,174.58,6.9687,-174.44
19.5,21,17.995,185,175.04,6.9613,-174.9
19.5,22,17.991,178,175.49,7.0175,-175.35
19.5,23,17.997,171,175.96,7.1376,-175.81
19.5,24,18.002,164,176.43,7.322,-176.28
19.5,25,18,157,176.92,7.5718,-176.76
19.5,26,17.999,151,177.44,7.893,-177.27
19.5,27,18,144,178,8.2844,-177.81
19.5,28,17.999,137,178.6,8.7501,-178.39
19.5,29,18.001,131,179.27,9.2968,-179.03
19.5,30,17.995,124,180.01,9.9272,-179.73
19.5,31,18.006,118,180.84,10.648,-180.52
19.5,32,18,112,181.77,11.462,-181.41
19.5,33,18.499,105,182.84,12.376,-182.42
19.5,34,18.498,98,184.07,13.392,-183.58
19.5,35,18.501,91,185.5,14.516,-184.93
19.5,36,18.501,84,187.16,15.744,-186.5
19.5,37,18.5,77,189.12,17.07,-188.35
19.5,38,18.495,71,191.43,18.47,-190.54
19.5,39,18.503,65,194.17,19.902,-193.14
19.5,40,18.995,59,197.41,21.3,-196.26
19.5,41,18.999,51,201.23,22.566,-199.96
19.5,42,18.999,45,205.67,23.499,-204.32
19.5,43,18.996,38,210.75,23.834,-209.4
19.5,44,18.999,32,216.34,23.255,-215.09
19.5,45,19.498,26,222.16,21.305,-221.13
19.5,46,19.497,19,227.65,17.672,-226.97
19.5,47,19.5,12,232.11,12.265,-231.79
19.5,48,19.5,6,238.04,5.5127,-237.97
19.5,49,19.5,1,2974.8,1.1098,-2974.8
20.5,0,NaN,NaN,932.96,3.5619,932.96
20.5,1,17.5,319,140.2,6.7327,-140.03
20.5,2,17.5,312,144.14,11.257,-143.7
20.5,3,17.495,305,148.83,13.961,-148.17
20.5,4,17.51,299,153.32,15.123,-152.57
20.5,5,17.995,292,157.2,15.275,-156.46
20.5,6,17.995,285,160.41,14.803,-159.73
20.5,7,17.999,278,163,14.025,-162.4
20.5,8,17.998,271,165.08,13.123,-164.56
20.5,9,17.998,264,166.77,12.209,-166.32
20.5,10,18.005,258,168.14,11.336,-167.76
20.5,11,18,252,169.27,10.532,-168.95
20.5,12,18.499,245,170.22,9.8149,-169.94
20.5,13,18.497,238,171.02,9.1846,-170.78
20.5,14,18.5,231,171.71,8.6436,-171.5
20.5,15,18.504,224,172.32,8.1863,-172.13
20.5,16,18.499,217,172.86,7.8103,-172.68
20.5,17,18.499,211,173.35,7.5105,-173.19
20.5,18,18.498,204,173.8,7.2883,-173.65
20.5,19,18.499,197,174.22,7.1352,-174.08
20.5,20,18.502,191,174.63,7.0505,-174.49
20.5,21,18.495,184,175.02,7.0336,-174.88
20.5,22,18.505,178,175.41,7.0862,-175.27
20.5,23,18.5,171,175.81,7.2049,-175.66
20.5,24,18.499,165,176.21,7.3908,-176.06
20.5,25,19.001,159,176.64,7.6496,-176.47
20.5,26,18.999,151,177.08,7.9807,-176.9
20.5,27,19.002,144,177.57,8.3878,-177.37
20.5,28,18.996,137,178.09,8.8779,-177.87
20.5,29,18.999,131,178.67,9.4549,-178.42
20.5,30,19.001,124,179.32,10.122,-179.04
20.5,31,18.999,117,180.06,10.892,-179.73
20.5,32,18.999,111,180.89,11.775,-180.51
20.5,33,18.998,104,181.86,12.774,-181.41
20.5,34,19.001,98,182.98,13.9,-182.45
20.5,35,19,92,184.3,15.165,-183.67
20.5,36,19.491,85,185.86,16.581,-185.12
20.5,37,19.496,78,187.73,18.144,-186.85
20.5,38,19.502,71,189.97,19.864,-188.93
20.5,39,19.5,64,192.71,21.698,-191.49
20.5,40,19.495,58,196.05,23.611,-194.62
20.5,41,19.991,54,200.1,25.528,-198.47
20.5,42,19.996,45,205.06,27.235,-203.24
20.5,43,20.001,38,210.99,28.411,-209.07
20.5,44,20.002,32,217.89,28.626,-216
20.5,45,20.002,26,225.48,27.116,-223.85
20.5,46,20.498,19,233.06,23.186,-231.91
20.5,47,20.501,12,239.44,16.435,-238.87
20.5,48,20.501,6,246.41,7.417,-246.3
20.5,49,20.5,1,2975.9,1.5705,-2975.9
21.5,0,NaN,NaN,938.15,3.9165,938.14
21.5,1,18.504,320,134.01,10.229,-133.62
21.5,2,18.499,312,140.76,16.005,-139.85
21.5,3,18.503,305,147.69,18.6,-146.52
21.5,4,18.498,298,153.55,19.041,-152.36
21.5,5,18.5,291,158.13,18.344,-157.06
21.5,6,18.499,285,161.62,17.131,-160.71
21.5,7,18.999,278,164.26,15.762,-163.51
21.5,8,19.004,271,166.3,14.402,-165.67
21.5,9,19.001,264,167.88,13.152,-167.36
21.5,10,19,257,169.14,12.033,-168.71
