r_start [cm] , z_start [cm] , r_end [cm] , t_end [us] , E_start [V/cm], Er_start [V/cm] , Ez_start [V/cm]
22.5,8,9.9996,285,73.972,52.745,-51.864
22.5,9,9.9829,277,82.418,58.001,-58.554
22.5,10,10.5,267,92.119,63.524,-66.712
22.5,11,11.008,258,102.26,67.155,-77.124
22.5,12,11.499,251,110.58,68.082,-87.141
22.5,13,11.498,242,117.32,67.665,-95.837
22.5,14,12.003,234,122.61,66.773,-102.84
22.5,15,12.499,228,127.59,66.632,-108.81
22.5,16,12.498,219,132.56,66.807,-114.49
22.5,17,12.994,212,137.64,67.67,-119.86
22.5,18,12.983,204,143.41,68.764,-125.85
22.5,19,13.502,197,148.81,69.381,-131.64
22.5,20,13.499,196,153.93,70.154,-137.01
22.5,21,13.999,184,158.75,71.133,-141.92
22.5,22,13.998,177,163.64,72.925,-146.49
22.5,23,14.498,168,169.16,75.424,-151.41
22.5,24,15.006,163,175.16,78.545,-156.56
22.5,25,14.997,154,182.21,82.23,-162.6
22.5,26,15.494,148,189.67,85.655,-169.22
22.5,27,15.5,141,197.18,89.171,-175.86
22.5,28,15.999,134,204.96,93.072,-182.61
22.5,29,15.998,130,213.32,97.682,-189.64
22.5,30,16.502,120,222.71,102.89,-197.52
22.5,31,16.986,114,232.78,108.23,-206.09
22.5,32,16.996,109,243.34,114,-214.98
22.5,33,17.499,100,254.89,120.76,-224.47
22.5,34,18.013,96,268.15,128.74,-235.23
22.5,35,17.991,89,283.79,137.86,-248.06
22.5,36,18.499,81,302.18,147.45,-263.77
22.5,37,19.016,73,323.2,156.48,-282.79
22.5,38,19.498,70,346.06,163.36,-305.08
22.5,39,19.478,60,368.38,166.9,-328.4
22.5,40,19.998,57,389.88,168.99,-351.35
22.5,41,20.508,47,411.33,169.97,-374.57
22.5,42,20.997,42,432.3,171.28,-396.92
22.5,43,20.989,35,457,175.68,-421.88
22.5,44,21.508,29,488.35,181.41,-453.4
22.5,45,21.486,24,529.74,186.51,-495.82
22.5,46,21.995,17,583.55,181.78,-554.52
22.5,47,22.494,12,644.18,149.99,-626.48
22.5,48,22.496,6,695.2,74.729,-691.17
22.5,49,22.5,1,3625.5,11.965,-3625.5
23.5,0,NaN,NaN,827.82,11.204,827.75
23.5,1,8.5022,374,28.673,28.498,-3.165
23.5,2,8.4941,357,33.446,30.326,-14.105
23.5,3,9.0125,340,43.971,37.744,-22.556
23.5,4,8.9871,328,47.659,36.308,-30.873
23.5,5,9.4959,318,51.557,41.207,-30.986
23.5,6,9.4889,307,60.328,45.673,-39.414
23.5,7,10.01,297,62.187,47.809,-39.769
23.5,8,10.004,288,74.26,58.231,-46.084
23.5,9,10.498,278,80.792,60.895,-53.096
23.5,10,10.998,269,92.952,71.964,-58.833
23.5,11,11.496,260,108.29,76.67,-76.471
23.5,12,11.498,252,114.87,74.582,-87.371
23.5,13,11.997,243,122.46,73.294,-98.109
23.5,14,12.508,235,124.71,68.785,-104.02
23.5,15,12.516,230,129.11,69.971,-108.5
23.5,16,12.997,220,133.76,68.554,-114.85
23.5,17,13.498,213,136.76,70.03,-117.48
23.5,18,13.482,205,145.03,72.534,-125.59
23.5,19,14.001,198,149.33,71.288,-131.21
23.5,20,13.999,192,154.53,72.612,-136.4
23.5,21,14.499,183,158.36,71.769,-141.17
23.5,22,14.999,179,161.69,74.241,-143.64
23.5,23,14.997,169,167.71,76.863,-149.06
23.5,24,15.487,163,171.91,79.861,-152.24
23.5,25,15.495,155,180.45,85.759,-158.76
23.5,26,16.002,151,188.19,88.299,-166.19
23.5,27,16.009,142,195.07,91.828,-172.11
23.5,28,16.499,136,202.42,95.271,-178.6
23.5,29,17.002,131,209.57,100.31,-184.01
23.5,30,16.997,121,219.77,106.87,-192.04
23.5,31,17.515,114,229.87,111.94,-200.78
23.5,32,17.505,108,239.5,117.46,-208.72
23.5,33,17.994,100,249.94,124.65,-216.64
23.5,34,18.499,94,262.46,133.98,-225.68
23.5,35,18.979,88,278.28,145.5,-237.22
23.5,36,18.984,85,298.08,158.25,-252.6
23.5,37,19.498,76,321.82,171.24,-272.48
23.5,38,20,67,350.46,181.97,-299.51
23.5,39,20.51,60,374.67,182.35,-327.3
23.5,40,21.026,54,394.57,185.15,-348.43
23.5,41,20.996,48,419.86,185.67,-376.57
23.5,42,21.497,41,432.84,182.59,-392.45
23.5,43,21.985,36,456.79,195.39,-412.89
23.5,44,21.989,29,488.41,206.6,-442.57
23.5,45,22.5,23,533.94,231.02,-481.38
23.5,46,23.006,18,613.31,254.11,-558.2
23.5,47,22.993,12,719.65,245.25,-676.58
23.5,48,23.494,6,835.89,138.51,-824.33
23.5,49,23.501,1,3643.9,-13.747,-3643.8
24.5,0,NaN,NaN,831.18,38.453,830.29
24.5,1,8.4991,379,63.669,61.265,-17.331
24.5,2,8.5009,365,19.91,11.303,-16.391
24.5,3,8.9995,344,74.953,71.811,-21.473
24.5,4,9.497,333,55.637,26.759,-48.779
24.5,5,9.5066,324,55.461,53.164,15.795
24.5,6,9.999,311,78.205,53.928,-56.637
24.5,7,10,303,29.377,17.271,-23.764
24.5,8,10.5,290,98.217,85.378,-48.551
24.5,9,10.997,281,75.108,45.616,-59.668
24.5,10,10.993,272,112.1,109.33,-24.775
24.5,11,11.497,262,129.57,92.085,-91.156
24.5,12,11.997,257,104.5,68.849,-78.615
24.5,13,12.499,244,139.83,86.019,-110.25
24.5,14,13.008,236,124.96,57.998,-110.68
24.5,15,12.999,232,136.34,86.541,-105.35
24.5,16,13.497,221,140.97,65.688,-124.73
24.5,17,14.004,214,115.98,69.023,-93.203
24.5,18,13.982,206,156.3,81.98,-133.08
24.5,19,14.5,199,146.6,63.677,-132.05
24.5,20,14.499,193,161.09,82.757,-138.21
24.5,21,14.999,187,161.09,66.874,-146.56
24.5,22,15.499,179,151.88,81.117,-128.41
24.5,23,15.497,170,171.85,78.313,-152.97
24.5,24,15.995,164,158.27,70.243,-141.82
24.5,25,15.996,159,184.2,95.963,-157.23
24.5,26,16.503,149,188.42,87.601,-166.82
24.5,27,16.499,146,193.16,98.182,-166.35
24.5,28,16.998,135,202,95.591,-177.95
24.5,29,17.503,129,198.04,97.777,-172.22
24.5,30,17.493,122,218.98,112.98,-187.59
24.5,31,18.003,115,227.84,114.78,-196.81
24.5,32,18.499,109,235.18,119.06,-202.82
24.5,33,18.493,104,243.53,126.27,-208.23
24.5,34,18.999,96,254.35,136.85,-214.39
24.5,35,19.51,88,269.49,151.38,-222.96
24.5,36,19.973,82,292.35,169.79,-237.99
24.5,37,20.019,75,314.41,185.16,-254.11
24.5,38,20.494,69,358.74,215.11,-287.09
24.5,39,20.998,61,391.33,177.48,-348.77
24.5,40,21.5,54,385.66,202.81,-328.03
24.5,41,22.02,48,466.89,228.83,-406.96
24.5,42,21.977,42,407.53,166.59,-371.93
24.5,43,22.499,36,449.45,229.47,-386.46
24.5,44,23.013,30,471.94,195.68,-429.46
24.5,45,22.994,24,503.5,274.47,-422.11
24.5,46,23.498,19,646.5,356.35,-539.42
24.5,47,24,15,786.39,422.94,-662.97
24.5,48,24.496,8,1164,430.56,-1081.5
24.5,49,24.52,1,3786.4,-679.86,-3724.9
